iteration,scenario,total_damage_usd,wind_total_usd,water_total_usd,underinsured_wind_usd,uninsured_wind_usd,nfip_policyholder_shortfall_usd,wind_insured_private_usd,wind_insured_citizens_usd,wind_underinsured_usd,wind_uninsured_usd,flood_insured_capped_usd,flood_un_derinsured_usd,wind_insured_private_pct,wind_insured_citizens_pct,wind_underinsured_pct,wind_uninsured_pct,flood_insured_capped_pct,flood_un_derinsured_pct,insured_private_wind_pre_usd,insured_citizens_wind_pre_usd,insured_flood_pre_usd,defaults_pre,defaults_post,rescued_defaults,group_contrib_total_usd,group_supported_companies,defaulted_premium_base_pct,largest_entity_deficit_usd,diag_group_shortfall_total_usd,diag_groups_with_shortfall,diag_groups_fully_funded_share,figa_residual_deficit_usd,figa_collected_usd,citizens_residual_deficit_usd,citizens_tier1_usd,citizens_tier2_usd,citizens_tier1_capacity_usd,citizens_tier2_capacity_usd,nfip_borrowed_usd,nfip_claims_paid_usd,nfip_pool_used_usd,nfip_fl_premium_base_usd,nfip_fl_premium_depletion_usd,underinsured_flood_usd,fhcf_cap_binding,fhcf_total_precap_usd,fhcf_total_postcap_usd,fhcf_shortfall_usd,fhcf_scaling_factor,fhcf_recovery_private_usd,fhcf_recovery_citizens_usd,catbond_payout_usd,catbond_unfilled_usd,catbond_triggers,catbond_limit_in_force_usd,catbond_issue_volume_year_usd
34,great_miami,170354720952.1598,131421656108.86371,38933064843.29609,21562659872.62772,71458495152.94168,0.0,31727015823.77672,6673485259.5176,21562659872.62772,71458495152.94168,11480607050.143562,27452457793.152527,18.624089574063827,3.9174055301887964,12.657506497095023,41.94688280638208,6.739236216041014,16.114879376229275,31727015823.77672,6673485259.5176,11480607050.143562,93,93,0,0.0,0,83.63077607821965,1105517510.808124,0.0,0,1.0,8783277095.764633,17718780.0,3906129983.028697,539937478.65,359958319.1,539937478.65,359958319.1,8039607050.143562,11480607050.143562,3441000000.0,1395853723.0,1395853723.0,0.0,False,5424747431.352333,5424747431.352333,0.0,1.0,3721579760.1156745,1703167671.2366588,1244461436.2525802,0.0,11,9464500000.0,9464500000.0
35,great_miami,170354720952.1598,101123336944.37926,69231384007.78053,22443202545.158497,51470884916.12058,0.0,20702441949.582073,6506807533.518097,22443202545.158497,51470884916.12058,20334054687.695007,48897329320.08553,12.152549594088372,3.819563964620261,13.174394240275358,30.21394689177707,11.936302424753675,28.703242884485263,20702441949.582073,6506807533.518097,20334054687.695007,41,41,0,0.0,0,47.68291852713833,225362280.06459868,0.0,0,1.0,906066811.8924057,414701820.0,4111410344.0942664,539937478.65,359958319.1,539937478.65,359958319.1,16893054687.695007,20334054687.695007,3441000000.0,1395853723.0,1395853723.0,0.0,False,3759754519.391692,3759754519.391692,0.0,1.0,2508548613.974421,1251205905.4172714,1145286156.4410777,0.0,9,9464500000.0,9464500000.0
36,great_miami,170354720952.1598,129246244313.64516,41108476638.51464,13309089570.064589,60436778815.3057,0.0,44153338737.237495,11347037191.037382,13309089570.064589,60436778815.3057,12116282392.8753,28992194245.639343,25.918470876798853,6.660829314042865,7.812574547788517,35.47702023020424,7.11238427978634,17.018720751379195,44153338737.237495,11347037191.037382,12116282392.8753,99,99,0,0.0,0,85.23525817251503,3152391107.7505674,0.0,0,1.0,18958916757.53494,941278680.0,4885246432.174146,539937478.65,359958319.1,539937478.65,359958319.1,8675282392.8753,12116282392.8753,3441000000.0,1395853723.0,1395853723.0,0.0,False,10165598464.925137,10165598464.925137,0.0,1.0,4746224393.104219,5419374071.820917,1454682693.8906531,0.0,12,9464500000.0,9464500000.0
37,great_miami,170354720952.1598,149772484463.15396,20582236489.005814,16360079677.729727,62221601533.84534,0.0,54885205565.09825,16305597686.480673,16360079677.729727,62221601533.84534,6118326157.319394,14463910331.68642,32.21818876420308,9.571556100907662,9.603537598658084,36.52472980265621,3.5915213403669544,8.490466393208015,54885205565.09825,16305597686.480673,6118326157.319394,99,99,0,0.0,0,85.23525817251503,5239150326.508678,0.0,0,1.0,28778241509.567,941278680.0,8953251456.768307,539937478.65,359958319.1,539937478.65,359958319.1,2677326157.319394,6118326157.319394,3441000000.0,1395853723.0,1395853723.0,0.0,False,11833219294.340097,11833219294.340097,0.0,1.0,5565089710.746983,6268129583.593115,1590159411.1535325,0.0,13,9464500000.0,9464500000.0
38,great_miami,170354720952.1598,120871354955.96638,49483365996.19341,17202173168.34458,52024270348.117775,0.0,41916553518.48805,9728357921.016,17202173168.34458,52024270348.117775,14563502121.335026,34919863874.858376,24.60545459744515,5.710647680699137,10.097855270577103,30.5387899186707,8.548927813644127,20.4983247189638,41916553518.48805,9728357921.016,14563502121.335026,98,98,0,0.0,0,84.80863576507527,2799294982.141535,0.0,0,1.0,18003718202.913486,4711320.0,4172702122.232898,539937478.65,359958319.1,539937478.65,359958319.1,11122502121.335026,14563502121.335026,3441000000.0,1395853723.0,1395853723.0,0.0,False,9045720553.857094,9045720553.857094,0.0,1.0,4523163142.776022,4522557411.081073,1331399738.1521785,0.0,12,9464500000.0,9464500000.0
39,great_miami,170354720952.1598,116765845543.29294,53588875408.86685,18411822298.312965,48475010073.05072,0.0,40790481506.18796,9088531665.741295,18411822298.312965,48475010073.05072,15763169746.897104,37825705661.96975,23.944438568064708,5.335062987948306,10.807931940720037,28.45533707672464,9.253145236476204,22.20408419006611,40790481506.18796,9088531665.741295,15763169746.897104,97,97,0,0.0,0,82.9876097382397,2433373046.4566708,0.0,0,1.0,17175699039.5803,24821460.0,3545243537.789507,539937478.65,359958319.1,539937478.65,359958319.1,12322169746.897104,15763169746.897104,3441000000.0,1395853723.0,1395853723.0,0.0,False,8691316984.474575,8691316984.474575,0.0,1.0,4168759573.3935013,4522557411.081073,1360305998.9085426,0.0,11,9464500000.0,9464500000.0
40,great_miami,170354720952.1598,109657780241.67029,60696940710.48951,17416437976.76586,27886614752.797565,0.0,50955539102.33227,13399188409.774597,17416437976.76586,27886614752.797565,17840211830.009754,42856728880.479774,29.911433517972164,7.86546350748768,10.223630950419548,16.369734044898514,10.472390627213535,25.15734735200858,50955539102.33227,13399188409.774597,17840211830.009754,99,99,0,0.0,0,85.23525817251503,2999881034.783576,0.0,0,1.0,25090853597.570835,941278680.0,6213237737.051903,539937478.65,359958319.1,539937478.65,359958319.1,14399211830.009754,17840211830.009754,3441000000.0,1395853723.0,1395853723.0,0.0,False,11529486970.99088,11529486970.99088,0.0,1.0,5393297361.393188,6136189609.597691,1485217626.7432418,0.0,13,9464500000.0,9464500000.0
41,great_miami,170354720952.15982,155977617674.48193,14377103277.67789,23387667439.99665,77864801722.32986,0.0,45815393747.893036,8909754764.262358,23387667439.99665,77864801722.32986,4305129138.954102,10071974138.72379,26.89411452281339,5.230119080036799,13.728804995409863,45.70745165565232,2.5271557576400228,5.9123539884475935,45815393747.893036,8909754764.262358,4305129138.954102,99,99,0,0.0,0,85.23525817251503,2743241066.3375483,0.0,0,1.0,20026066251.89711,941278680.0,4897130749.630085,539937478.65,359958319.1,539937478.65,359958319.1,864129138.9541016,4305129138.954102,3441000000.0,1395853723.0,1395853723.0,0.0,False,8286519720.020971,8286519720.020971,0.0,1.0,5313128879.040575,2973390840.980396,1479500210.857226,0.0,12,9464500000.0,9464500000.0
42,great_miami,170354720952.1598,127294965191.92844,43059755760.23137,37559782436.98255,46175236521.322426,0.0,34403865624.76207,9156080608.861408,37559782436.98255,46175236521.322426,12686464106.143957,30373291654.087406,20.195428358233528,5.37471492288886,22.047984480295295,27.10534598820404,7.447086899168857,17.829439351209437,34403865624.76207,9156080608.861408,12686464106.143957,95,95,0,0.0,0,84.42458214806734,1481395928.5098643,0.0,0,1.0,11289253714.189295,8952540.0,4888026873.090903,539937478.65,359958319.1,539937478.65,359958319.1,9245464106.143957,12686464106.143957,3441000000.0,1395853723.0,1395853723.0,0.0,False,7038778850.040918,7038778850.040918,0.0,1.0,3848679840.841931,3190099009.198988,1269687546.9888568,0.0,11,9464500000.0,9464500000.0
43,great_miami,170354720952.15982,132946722927.72125,37407998024.438576,21077385259.97988,53544532590.564735,0.0,47643538955.08522,10681266122.091385,21077385259.97988,53544532590.564735,11034968493.389915,26373029531.048653,27.967254848466926,6.270014744757776,12.372645232355477,31.431199729182424,6.477641729981073,15.481243715256301,47643538955.08522,10681266122.091385,11034968493.389915,99,99,0,0.0,0,85.23525817251503,2247522534.948761,0.0,0,1.0,22067069312.462437,941278680.0,4756244168.319474,539937478.65,359958319.1,539937478.65,359958319.1,7593968493.389915,11034968493.389915,3441000000.0,1395853723.0,1395853723.0,0.0,False,10018912275.645374,10018912275.645374,0.0,1.0,5124360640.1335535,4894551635.51182,1446647740.9993248,0.0,12,9464500000.0,9464500000.0
44,great_miami,170354720952.15982,136475904011.30406,33878816940.85575,22317484670.065052,70804989311.01932,0.0,31969240091.725796,11384189938.493885,22317484670.065052,70804989311.01932,10003709308.439375,23875107632.416374,18.76627774859472,6.682638364739462,13.10059653488112,41.563268053430264,5.8722818202664815,14.014937478087939,31969240091.725796,11384189938.493885,10003709308.439375,92,92,0,0.0,0,83.5530004260139,1314900141.840403,0.0,0,1.0,9202075490.160887,18577680.0,4667195119.308275,539937478.65,359958319.1,539937478.65,359958319.1,6562709308.439375,10003709308.439375,3441000000.0,1395853723.0,1395853723.0,0.0,False,9254318942.462376,9254318942.462376,0.0,1.0,3621051866.1967196,5633267076.2656555,1232499880.8808424,0.0,11,9464500000.0,9464500000.0
45,great_miami,170354720952.1598,94480483227.11424,75874237725.04556,8549541277.5032215,42111816187.950905,0.0,32802303343.93732,11016822417.722801,8549541277.5032215,42111816187.950905,22275157665.402737,53599080059.64283,19.25529457627951,6.466989794087727,5.0186700020507,24.720075823303446,13.075750141176423,31.463219663102205,32802303343.93732,11016822417.722801,22275157665.402737,92,92,0,0.0,0,83.36784384539776,814464942.3060839,0.0,0,1.0,9652222792.489069,20622420.0,5393562799.415959,539937478.65,359958319.1,539937478.65,359958319.1,18834157665.402737,22275157665.402737,3441000000.0,1395853723.0,1395853723.0,0.0,False,8567517629.631606,8567517629.631606,0.0,1.0,4044960218.5505333,4522557411.081073,1199434688.640078,0.0,10,9464500000.0,9464500000.0
46,great_miami,170354720952.1598,76108664008.58427,94246056943.57552,19500835944.5243,36581804953.97874,0.0,16493764918.210974,3532258191.8702784,19500835944.5243,36581804953.97874,27643572281.896652,66602484661.67886,9.68201223072818,2.073472441578083,11.447194322252251,21.473901485977542,16.227065576691423,39.096353942772524,16493764918.210974,3532258191.8702784,27643572281.896652,19,19,0,0.0,0,22.78404453276827,50386072.47508681,0.0,0,1.0,0.0,282614903.7913908,2422603591.199792,539937478.65,359958319.1,539937478.65,359958319.1,24202572281.896652,27643572281.896652,3441000000.0,1395853723.0,1395853723.0,0.0,False,1670839081.890117,1670839081.890117,0.0,1.0,1670839081.890117,0.0,1140000000.0,0.0,8,9464500000.0,9464500000.0
47,great_miami,170354720952.1598,146041718552.5203,24313002399.639507,38642835754.84349,68673338125.16802,0.0,31560326085.691223,7165218586.817566,38642835754.84349,68673338125.16802,7208490283.535183,17104512116.10432,18.526240957275387,4.206058127869408,22.68374808684958,40.31196654917086,4.231459065674806,10.040527213159962,31560326085.691223,7165218586.817566,7208490283.535183,92,92,0,0.0,0,83.23667655265928,1058333579.0467072,0.0,0,1.0,8643973220.900448,22070940.0,4892410791.751646,539937478.65,359958319.1,539937478.65,359958319.1,3767490283.535183,7208490283.535183,3441000000.0,1395853723.0,1395853723.0,0.0,False,4879103412.877788,4879103412.877788,0.0,1.0,3698935619.1374145,1180167793.7403731,1253691614.1572852,0.0,11,9464500000.0,9464500000.0
48,great_miami,170354720952.15985,163320021060.06607,7034699892.093782,28440943642.38419,39445273711.00952,0.0,78717007316.61743,16716796390.054867,28440943642.38419,39445273711.00952,2159611311.5411334,4875088580.552649,46.20770523801525,9.812934033538987,16.695130891248482,23.15478754597403,1.2677143899919334,2.8617279012312804,78717007316.61743,16716796390.054867,2159611311.5411334,99,99,0,0.0,0,85.23525817251503,5610769427.791423,0.0,0,1.0,50255189511.50004,941278680.0,8464268314.233192,539937478.65,359958319.1,539937478.65,359958319.1,0.0,2159611311.5411334,2159611311.5411334,1395853723.0,1395853723.0,0.0,False,14830191051.845085,14830191051.845085,0.0,1.0,7605925961.997783,7224265089.847302,1848223249.3439984,0.0,13,9464500000.0,9464500000.0
49,great_miami,170354720952.15982,108658975385.69832,61695745566.461494,13584850081.93758,42348845845.34145,0.0,39615642910.930725,13109636547.48856,13584850081.93758,42348845845.34145,18132071799.02234,43563673767.439156,23.25479604528005,7.69549354089817,7.97444884767976,24.85921470719567,10.643715476552194,25.572331382394154,39615642910.930725,13109636547.48856,18132071799.02234,99,99,0,0.0,0,85.23525817251503,2299674231.192354,0.0,0,1.0,14917828385.275951,941278680.0,7473477572.104788,539937478.65,359958319.1,539937478.65,359958319.1,14691071799.022339,18132071799.02234,3441000000.0,1395853723.0,1395853723.0,0.0,False,8927133953.646069,8927133953.646069,0.0,1.0,4404576542.564995,4522557411.081073,1370907967.64247,0.0,12,9464500000.0,9464500000.0
50,great_miami,170354720952.1598,145822355535.57864,24532365416.581146,22184296048.37362,59915204366.85095,0.0,51878678062.42316,11844177057.930931,22184296048.37362,59915204366.85095,7272590175.46532,17259775241.11583,30.453325726729986,6.9526556069186345,13.022413423226215,35.1708505828123,4.26908637155272,10.131668288760158,51878678062.42316,11844177057.930931,7272590175.46532,99,99,0,0.0,0,85.23525817251503,3083401933.8634586,0.0,0,1.0,25508716551.5231,941278680.0,4849813790.679891,539937478.65,359958319.1,539937478.65,359958319.1,3831590175.4653196,7272590175.46532,3441000000.0,1395853723.0,1395853723.0,0.0,False,11834746976.404337,11834746976.404337,0.0,1.0,5863653854.499648,5971093121.904689,1493646221.9967542,0.0,12,9464500000.0,9464500000.0
51,great_miami,170354720952.15982,130167801602.39592,40186919349.76389,24877924394.941273,54292086815.53419,0.0,39217863824.28934,11779926567.631124,24877924394.941273,54292086815.53419,11846994873.766897,28339924475.99699,23.021295567912535,6.914939898225213,14.603601388850072,31.870021865012394,6.954309694237268,16.63583158576251,39217863824.28934,11779926567.631124,11846994873.766897,99,99,0,0.0,0,85.23525817251503,2353423547.649146,0.0,0,1.0,14589500335.840143,941278680.0,4683914231.114479,539937478.65,359958319.1,539937478.65,359958319.1,8405994873.766897,11846994873.766897,3441000000.0,1395853723.0,1395853723.0,0.0,False,10378541147.43885,10378541147.43885,0.0,1.0,4336395479.553641,6042145667.885208,1309903097.7769933,0.0,12,9464500000.0,9464500000.0
52,great_miami,170354720952.15982,103909376646.54794,66445344305.61188,18115729351.607388,41067516774.82543,0.0,33960709215.276775,10765421304.83834,18115729351.607388,41067516774.82543,19519948252.10755,46925396053.50433,19.935290918538062,6.319414715757457,10.634122289275899,24.107061163487387,11.458413446369518,27.545697466571674,33960709215.276775,10765421304.83834,19519948252.10755,96,96,0,0.0,0,84.2877806708135,1173587042.1920223,0.0,0,1.0,10666796533.04697,10463280.0,5154860757.043407,539937478.65,359958319.1,539937478.65,359958319.1,16078948252.107552,19519948252.10755,3441000000.0,1395853723.0,1395853723.0,0.0,False,8551456625.532355,8551456625.532355,0.0,1.0,4028899214.4512825,4522557411.081073,1266934982.0314353,0.0,11,9464500000.0,9464500000.0
53,great_miami,170354720952.15982,106483823254.76846,63870897697.391365,12306900378.771772,57552455243.72492,0.0,28723687088.85218,7900780543.419573,12306900378.771772,57552455243.72492,18767671265.45973,45103226431.93164,16.86110424666104,4.63784067694744,7.2242790278925595,33.78389217630617,11.016819000120456,26.476064872072335,28723687088.85218,7900780543.419573,18767671265.45973,85,85,0,0.0,0,81.28387471942494,1222915543.0692654,0.0,0,1.0,6271957474.541074,43636320.0,3438853617.339801,539937478.65,359958319.1,539937478.65,359958319.1,15326671265.459728,18767671265.45973,3441000000.0,1395853723.0,1395853723.0,0.0,False,6859750772.100905,6859750772.100905,0.0,1.0,3462646707.759577,3397104064.3413286,1194129602.5279207,0.0,10,9464500000.0,9464500000.0
54,great_miami,170354720952.1598,118899431212.13138,51455289740.02842,37800182824.753975,47279945974.19632,0.0,26490986832.643135,7328315580.537958,37800182824.753975,47279945974.19632,15139716383.139765,36315573356.88866,15.550485882972694,4.301797766201001,22.189102018117413,27.75382197213883,8.887171602007676,21.317620758562395,26490986832.643135,7328315580.537958,15139716383.139765,79,79,0,0.0,0,69.98117899847671,339454590.9165194,0.0,0,1.0,4288874092.2215967,168455400.0,4657800978.279168,539937478.65,359958319.1,539937478.65,359958319.1,11698716383.139765,15139716383.139765,3441000000.0,1395853723.0,1395853723.0,0.0,False,4865771890.909352,4865771890.909352,0.0,1.0,3312565932.9538584,1553205957.955494,1200691775.1248515,0.0,10,9464500000.0,9464500000.0
55,great_miami,170354720952.1598,101881124467.14944,68473596485.01035,25842909422.650105,38063973152.11287,0.0,29390297364.606926,8583944527.779558,25842909422.650105,38063973152.11287,20112622201.06717,48360974283.943184,17.25241143910565,5.0388650691929815,15.170057676245726,22.34394969470923,11.80631924296089,28.38839687778553,29390297364.606926,8583944527.779558,20112622201.06717,86,86,0,0.0,0,80.108014434596,827341058.2344112,0.0,0,1.0,6768084874.696991,56621700.0,4590982036.391836,539937478.65,359958319.1,539937478.65,359958319.1,16671622201.06717,20112622201.06717,3441000000.0,1395853723.0,1395853723.0,0.0,False,6499703975.21529,6499703975.21529,0.0,1.0,3603614337.9846787,2896089637.230611,1203222038.7597804,0.0,11,9464500000.0,9464500000.0
56,great_miami,170354720952.1598,141560045304.03616,28794675648.123634,29274435434.99989,63018914861.634,0.0,39643317365.10335,9623377642.29895,29274435434.99989,63018914861.634,8518076443.04003,20276599205.08359,23.27104123884906,5.649023160914604,17.184399276625236,36.99276105141308,5.000199815672931,11.902575456525097,39643317365.10335,9623377642.29895,8518076443.04003,97,97,0,0.0,0,84.9286270524636,2412632753.2086086,0.0,0,1.0,15921782518.807186,3386220.0,4797377494.525401,539937478.65,359958319.1,539937478.65,359958319.1,5077076443.04003,8518076443.04003,3441000000.0,1395853723.0,1395853723.0,0.0,False,8091927600.82435,8091927600.82435,0.0,1.0,4320745638.789041,3771181962.0353103,1360646245.569382,0.0,11,9464500000.0,9464500000.0
57,great_miami,170354720952.1598,106974496869.26884,63380224082.89094,15869297759.76821,51947887264.981026,0.0,30196832945.81794,8960478898.701689,15869297759.76821,51947887264.981026,18624291920.56855,44755932162.3224,17.725856246917882,5.259894676601321,9.315443488193518,30.493952251296513,10.932653827538337,26.27219950945244,30196832945.81794,8960478898.701689,18624291920.56855,91,91,0,0.0,0,82.9938959016768,808145603.943294,0.0,0,1.0,7330825511.601436,24752040.0,4578164558.2722,539937478.65,359958319.1,539937478.65,359958319.1,15183291920.56855,18624291920.56855,3441000000.0,1395853723.0,1395853723.0,0.0,False,7036624966.1792965,7036624966.1792965,0.0,1.0,3746631612.5223546,3289993353.6569414,1214866702.9430757,0.0,10,9464500000.0,9464500000.0
58,great_miami,170354720952.15985,144889306469.21658,25465414482.943264,46703590880.407394,55257855043.77536,0.0,35568687005.00631,7359173540.027485,46703590880.407394,55257855043.77536,7545235697.728692,17920178785.214577,20.87919067120831,4.319911710632391,27.415495513930022,32.43693789929851,4.429132140017179,10.519332064913565,35568687005.00631,7359173540.027485,7545235697.728692,97,97,0,0.0,0,84.65128608547128,1444042753.0997891,0.0,0,1.0,12057409737.70716,6448980.0,5065831817.030482,539937478.65,359958319.1,539937478.65,359958319.1,4104235697.728692,7545235697.728692,3441000000.0,1395853723.0,1395853723.0,0.0,False,5468629137.97514,5468629137.97514,0.0,1.0,4253978387.895042,1214650750.0800977,1258071920.2010014,0.0,10,9464500000.0,9464500000.0
59,great_miami,170354720952.1598,72199219228.5765,98155501723.5833,11406967300.07432,36966739491.340904,0.0,18916462288.838253,4909050148.323035,11406967300.07432,36966739491.340904,28785948017.784676,69369553705.79863,11.104160884482036,2.881663696130634,6.696008913822649,21.699862078798603,16.89765206205735,40.720652364708734,18916462288.838253,4909050148.323035,28785948017.784676,30,30,0,0.0,0,34.089989282009846,102494486.26235539,0.0,0,1.0,189299155.1100273,564812640.0,2974578133.445622,539937478.65,359958319.1,539937478.65,359958319.1,25344948017.784676,28785948017.784676,3441000000.0,1395853723.0,1395853723.0,0.0,False,2989372862.692031,2989372862.692031,0.0,1.0,2168670176.0882025,820702686.6038283,1140000000.0,0.0,8,9464500000.0,9464500000.0
60,great_miami,170354720952.15982,131181750512.29031,39172970439.86951,27302653481.515987,44907305524.06248,0.0,47667321610.33035,11304469896.381489,27302653481.515987,44907305524.06248,11550709672.856314,27622260767.013203,27.981215515428314,6.635841867602887,16.02694268107974,26.361057253396375,6.7803871875673245,16.214555494925364,47667321610.33035,11304469896.381489,11550709672.856314,99,99,0,0.0,0,85.23525817251503,2819899889.6959486,0.0,0,1.0,22053926154.237865,941278680.0,5065222537.924547,539937478.65,359958319.1,539937478.65,359958319.1,8109709672.856314,11550709672.856314,3441000000.0,1395853723.0,1395853723.0,0.0,False,10401544836.346836,10401544836.346836,0.0,1.0,5199133991.871333,5202410844.475504,1415166398.4525886,0.0,12,9464500000.0,9464500000.0
61,great_miami,170354720952.1598,128050333516.3958,42304387435.76399,28049240692.727997,50341893214.43233,0.0,38889336423.833176,10769863185.402313,28049240692.727997,50341893214.43233,12465738531.519482,29838648904.24452,22.82844655344442,6.322022146029509,16.465197169736776,29.551216974239118,7.317518682103444,17.51559847444675,38889336423.833176,10769863185.402313,12465738531.519482,97,97,0,0.0,0,84.67484969033445,1572405307.6481051,0.0,0,1.0,15054404658.789133,6188760.0,4701897880.96856,539937478.65,359958319.1,539937478.65,359958319.1,9024738531.519482,12465738531.519482,3441000000.0,1395853723.0,1395853723.0,0.0,False,9468795449.23211,9468795449.23211,0.0,1.0,4456886863.157181,5011908586.074929,1360506582.5714426,0.0,12,9464500000.0,9464500000.0
62,great_miami,170354720952.15982,95747880903.26825,74606840048.89157,18167526838.37522,33936964301.488197,0.0,35633525588.77749,8009864174.62734,18167526838.37522,33936964301.488197,21904812402.985115,52702027645.90647,20.917251596910155,4.7018739074901985,10.664527954864926,19.92135240620576,12.858353605085341,30.936640529443626,35633525588.77749,8009864174.62734,21904812402.985115,95,95,0,0.0,0,84.23047172359267,1891329037.9347906,0.0,0,1.0,12246136169.795654,11096160.0,4434882783.632875,539937478.65,359958319.1,539937478.65,359958319.1,18463812402.985115,21904812402.985115,3441000000.0,1395853723.0,1395853723.0,0.0,False,6651660607.586242,6651660607.586242,0.0,1.0,4138542384.450047,2513118223.1361947,1291303641.320444,0.0,11,9464500000.0,9464500000.0
63,great_miami,170354720952.1598,139719699112.16656,30635021839.993237,13559615825.426968,67946666227.799965,0.0,45402647910.91638,12810769148.023285,13559615825.426968,67946666227.799965,9055842533.503023,21579179306.49021,26.65182840672004,7.520055256713958,7.959636075618283,39.88540255769092,5.315874125992756,12.667203577264072,45402647910.91638,12810769148.023285,9055842533.503023,99,99,0,0.0,0,85.23525817251503,2750511841.484167,0.0,0,1.0,19878965418.58186,941278680.0,6588949420.0312605,539937478.65,359958319.1,539937478.65,359958319.1,5614842533.503023,9055842533.503023,3441000000.0,1395853723.0,1395853723.0,0.0,False,10226707400.442644,10226707400.442644,0.0,1.0,5078843470.290682,5147863930.151962,1482863240.1338887,0.0,12,9464500000.0,9464500000.0
64,great_miami,170354720952.1598,113291015061.44868,57063705890.71112,16714204010.813414,47329974766.03169,0.0,37470310691.59979,11776525593.00379,16714204010.813414,47329974766.03169,16778547185.934628,40285158704.77649,21.99546363151419,6.912943490606847,9.811412279855288,27.78318939533424,9.849182395506666,23.64780880718278,37470310691.59979,11776525593.00379,16778547185.934628,96,96,0,0.0,0,84.304590860679,1980469067.8914309,0.0,0,1.0,13799250151.873701,10277640.0,5943758390.367757,539937478.65,359958319.1,539937478.65,359958319.1,13337547185.934628,16778547185.934628,3441000000.0,1395853723.0,1395853723.0,0.0,False,9099563760.109764,9099563760.109764,0.0,1.0,4357683240.733474,4741880519.37629,1324173987.0431561,0.0,11,9464500000.0,9464500000.0
65,great_miami,170354720952.15982,87386507657.36655,82968213294.79327,14443450599.474318,29517446632.41466,0.0,32134672799.78447,11290937625.69309,14443450599.474318,29517446632.41466,24348082599.220573,58620130695.57271,18.863388475631826,6.627898283408236,8.47845631676414,17.327049386969414,14.29257872228746,34.410628814938924,32134672799.78447,11290937625.69309,24348082599.220573,94,94,0,0.0,0,83.99795974062758,656849561.727922,0.0,0,1.0,9037100845.417772,13663860.0,5657144273.3546915,539937478.65,359958319.1,539937478.65,359958319.1,20907082599.220573,24348082599.220573,3441000000.0,1395853723.0,1395853723.0,0.0,False,8517266409.560449,8517266409.560449,0.0,1.0,3994708998.479376,4522557411.081073,1232911789.7596,0.0,10,9464500000.0,9464500000.0
66,great_miami,170354720952.15982,91091988098.57768,79262732853.58214,21501547965.574017,41100482404.549034,0.0,21969850597.56192,6520107130.892713,21501547965.574017,41100482404.549034,23265307119.82403,55997425733.7581,12.896531704414368,3.827370967150205,12.621633169539356,24.126412332353944,13.656978209812898,32.87107361672923,21969850597.56192,6520107130.892713,23265307119.82403,49,49,0,0.0,0,45.86398426601001,258780742.7764541,0.0,0,1.0,1509773890.035277,434788860.0,3612880957.874654,539937478.65,359958319.1,539937478.65,359958319.1,19824307119.82403,23265307119.82403,3441000000.0,1395853723.0,1395853723.0,0.0,False,4524670113.723982,4524670113.723982,0.0,1.0,2732372080.1897717,1792298033.5342097,1148921637.3354132,0.0,9,9464500000.0,9464500000.0
67,great_miami,170354720952.15982,128221442925.499,42133278026.66083,15366141155.683952,58753545096.499374,0.0,42167500854.442856,11934255818.872803,15366141155.683952,58753545096.499374,12415738787.785738,29717539238.875095,24.752763303979478,7.005532780171242,9.020085307761548,34.48894446136245,7.288168310447006,17.444505836278278,42167500854.442856,11934255818.872803,12415738787.785738,98,98,0,0.0,0,84.80863576507527,2524696081.316636,0.0,0,1.0,17982005587.049248,4711320.0,6058351536.177907,539937478.65,359958319.1,539937478.65,359958319.1,8974738787.785738,12415738787.785738,3441000000.0,1395853723.0,1395853723.0,0.0,False,9515964533.673187,9515964533.673187,0.0,1.0,4714328998.866354,4801635534.806834,1452834871.4078221,0.0,12,9464500000.0,9464500000.0
68,great_miami,170354720952.1598,125167795580.31204,45186925371.84775,18602290673.11401,46456619844.49566,0.0,45721941349.333305,14386943713.369066,18602290673.11401,46456619844.49566,13308042638.94627,31878882732.901485,26.83925698905243,8.445286184589689,10.919738865551038,27.270520937040505,7.8119599882902735,18.713237035476073,45721941349.333305,14386943713.369066,13308042638.94627,98,98,0,0.0,0,84.80863576507527,3191892580.8023415,0.0,0,1.0,21356385789.31794,4711320.0,6647235376.106842,539937478.65,359958319.1,539937478.65,359958319.1,9867042638.94627,13308042638.94627,3441000000.0,1395853723.0,1395853723.0,0.0,False,11633424428.140003,11633424428.140003,0.0,1.0,4967217312.513933,6666207115.62607,1373067273.4813578,0.0,12,9464500000.0,9464500000.0
69,great_miami,170354720952.15982,78335689706.03246,92019031246.12737,16503919856.03921,25730011916.44819,0.0,27638475764.31284,8463282169.232209,16503919856.03921,25730011916.44819,26992814882.029057,65026216364.0983,16.224073867653168,4.968035004799735,9.687973285268656,15.103785661257879,15.845064187924304,38.171067993096244,27638475764.31284,8463282169.232209,26992814882.029057,81,81,0,0.0,0,77.58737155947327,746638018.6940303,0.0,0,1.0,5512307979.043177,84457920.0,4258701324.4742208,539937478.65,359958319.1,539937478.65,359958319.1,23551814882.029057,26992814882.029057,3441000000.0,1395853723.0,1395853723.0,0.0,False,6330021149.827599,6330021149.827599,0.0,1.0,3221379700.3752666,3108641449.4523325,1177020068.754819,0.0,9,9464500000.0,9464500000.0
